Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,,,,,Dist Met,Dist Inv,,,Year Diff,Comp Fact,cmp msr
210,d,a,970,11,1999,1,5,2013,"Feb,May,Aug,Nov",-0.585155881,,,,0.012265893,0.987734107,,,17,16.79147982,0.145811859
211,a,c,350,11,2006,0,,,,-0.668236676,,,,0.004088631,0.995911369,,,10,9.95911369,0.086481769
212,a,c,15050,9,2008,0,,,,1.301582191,,,,0.197968874,0.802031126,,,8,6.416249011,0.055716661
213,d,c,4030,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",-0.175111953,,,,0.052624637,0.947375363,,,2,1.894750725,0.016453411
214,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct",0.443973977,,,,0.113558428,0.886441572,,,3,2.659324716,0.023092728
215,d,a,150,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.695036933,,,,0.001450805,0.998549195,,,7,6.989844368,0.060697581
216,c,a,190,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.689676882,,,,0.00197837,0.99802163,,,7,6.986151411,0.060665512
217,c,a,3150,,2009,0,,,,-0.293033083,,,,0.041018201,0.958981799,,,7,6.712872593,0.058292446
218,a,c,640,,2009,1,9,2011,"Mar,Jun,Sept,Dec",-0.629376304,,,,0.007913479,0.992086521,,,7,6.944605645,0.060304742
219,a,a,1640,2,2013,0,,,,-0.495375021,,,,0.021102611,0.978897389,,,3,2.936692166,0.025501299
220,a,a,1000,9,2008,0,,,,-0.581135842,,,,0.012661567,0.987338433,,,8,7.898707465,0.068589858
221,d,c,13530,9,2013,0,,,,1.09790024,,,,0.177921393,0.822078607,,,3,2.466235822,0.021416006
222,a,a,2170,11,2008,0,,,,-0.42435434,,,,0.028092851,0.971907149,,,8,7.775257188,0.067517855
223,d,c,2920,10,1995,1,27,2011,"Jan,Apr,Jul,Oct",-0.323853378,,,,0.037984701,0.962015299,,,21,20.20232129,0.175430519
224,d,c,7930,,2009,1,1,2013,"Jan,Apr,Jul,Oct",0.347493053,,,,0.104062253,0.895937747,,,7,6.271564231,0.054460265
225,d,a,10180,5,2015,0,,,,0.64899594,,,,0.1337378,0.8662622,,,1,0.8662622,0.007522345
226,a,a,450,,2009,0,,,,-0.654836548,,,,0.005407544,0.994592456,,,7,6.962147191,0.060457067
227,a,a,2370,,2009,0,,,,-0.397554084,,,,0.030730678,0.969269322,,,7,6.784885255,0.058917781
228,d,c,10800,,2009,1,18,2011,"Feb,May,Aug,Nov",0.732076736,,,,0.141915062,0.858084938,,,7,6.006594566,0.052159353
229,d,c,17410,4,2007,1,14,2011,"Jan,Apr,Jul,Oct",1.61782522,,,,0.229095226,0.770904774,,,9,6.93814297,0.060248622
230,d,c,6680,9,2013,0,,,,0.179991448,,,,0.087575838,0.912424162,,,3,2.737272487,0.023769602
231,d,c,3840,10,2008,1,39,2010,"Feb,May,Aug,Nov",-0.200572197,,,,0.050118702,0.949881298,,,8,7.599050382,0.065987732
232,c,c,13570,5,2010,1,10,2013,"Mar,Jun,Sept,Dec",1.103260292,,,,0.178448958,0.821551042,,,6,4.929306252,0.042804524
233,a,a,1890,,2009,0,,,,-0.4618747,,,,0.024399894,0.975600106,,,7,6.829200739,0.059302603
234,d,a,4370,,2009,0,,,,-0.129551517,,,,0.057108942,0.942891058,,,7,6.600237404,0.057314358
235,a,a,5710,3,2012,1,37,2009,"Jan,Apr,Jul,Oct",0.050010203,,,,0.074782379,0.925217621,,,4,3.700870483,0.03213718
236,a,a,1000,11,2007,0,,,,-0.581135842,,,,0.012661567,0.987338433,,,9,8.886045898,0.07716359
237,a,a,1420,11,2007,0,,,,-0.524855303,,,,0.018201002,0.981798998,,,9,8.836190979,0.076730666
238,a,a,320,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.672256715,,,,0.003692957,0.996307043,,,7,6.974149301,0.06056129
239,d,c,610,,2009,0,,,,-0.633396343,,,,0.007517805,0.992482195,,,7,6.947375363,0.060328793
240,a,a,1110,5,2009,0,,,,-0.566395701,,,,0.014112371,0.985887629,,,7,6.9012134,0.059927938
241,d,c,780,,2009,0,,,,-0.610616125,,,,0.009759958,0.990240042,,,7,6.931680295,0.060192502
242,d,a,6880,9,2001,1,14,2011,"Jan,Apr,Jul,Oct",0.206791705,,,,0.090213664,0.909786336,,,15,13.64679504,0.118504419
243,a,a,310,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.673596728,,,,0.003561066,0.996438934,,,7,6.97507254,0.060569307
244,d,a,710,3,2012,1,1,2012,"Jan,Apr,Jul,Oct",-0.619996214,,,,0.008836719,0.991163281,,,4,3.964653126,0.034427784
245,a,c,1310,,2009,0,,,,-0.539595444,,,,0.016750198,0.983249802,,,7,6.882748615,0.059767595
246,c,a,4660,4,2013,0,,,,-0.090691145,,,,0.060933791,0.939066209,,,3,2.817198628,0.024463655
247,d,c,70,11,2010,1,5,2013,"Feb,May,Aug,Nov",-0.705757036,,,,0.000395674,0.999604326,,,6,5.997625956,0.052081472
248,a,c,340,9,2012,1,40,2012,"Jan,Apr,Jul,Oct",-0.669576689,,,,0.00395674,0.99604326,,,4,3.984173041,0.034597289
249,d,c,18010,9,2014,0,,,,1.69822599,,,,0.237008705,0.762991295,,,2,1.52598259,0.013251146
250,d,a,3520,,2009,1,18,2012,"Feb,May,Aug,Nov",-0.243452608,,,,0.04589818,0.95410182,,,7,6.678712741,0.057995813
251,a,c,340,,2009,0,,,,-0.669576689,,,,0.00395674,0.99604326,,,7,6.972302822,0.060545255
252,d,c,22330,,2009,1,5,2010,"Feb,May,Aug,Nov",2.277111535,,,,0.293985756,0.706014244,,,7,4.94209971,0.042915619
253,a,c,250,,2009,1,5,2013,"Feb,May,Aug,Nov",-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
254,d,a,330,3,2008,1,1,2012,"Mar,Jun,Sept,Dec",-0.670916702,,,,0.003824848,0.996175152,,,8,7.969401213,0.06920374
255,c,c,4630,3,2011,1,35,2011,"Feb,May,Aug,Nov",-0.094711183,,,,0.060538117,0.939461883,,,5,4.697309417,0.040789938
256,a,c,80,9,2005,1,10,2014,"Mar,Jun,Sept,Dec",-0.704417023,,,,0.000527565,0.999472435,,,11,10.99419678,0.095470101
257,a,a,420,12,2012,0,,,,-0.658856587,,,,0.00501187,0.99498813,,,4,3.979952519,0.034560639
258,a,a,27190,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",2.928357773,,,,0.358084938,0.641915062,,,6,3.851490372,0.033445115
259,b,b,210,,2009,0,,,,-0.686996856,,,,0.002242152,0.997757848,,,7,6.984304933,0.060649478
260,a,a,540,10,2011,0,,,,-0.642776433,,,,0.006594566,0.993405434,,,5,4.96702717,0.043132081
261,d,c,15340,4,2015,1,39,2009,"Jan,Apr,Jul,Oct",1.340442563,,,,0.201793722,0.798206278,,,1,0.798206278,0.006931369
262,b,a,1180,5,2013,0,,,,-0.557015611,,,,0.015035611,0.984964389,,,3,2.954893168,0.02565935
263,a,c,1140,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",-0.562375662,,,,0.014508045,0.985491955,,,3,2.956475864,0.025673094
264,a,a,180,3,2014,0,,,,-0.691016895,,,,0.001846479,0.998153521,,,2,1.996307043,0.017335294
265,a,a,4580,,2009,1,14,2015,"Jan,Apr,Jul,Oct",-0.101411247,,,,0.05987866,0.94012134,,,7,6.58084938,0.057145999
266,a,c,360,3,2014,1,9,2011,"Mar,Jun,Sept,Dec",-0.666896664,,,,0.004220522,0.995779478,,,2,1.991558955,0.017294063
267,c,a,2460,1,2012,0,,,,-0.385493968,,,,0.0319177,0.9680823,,,4,3.872329201,0.033626073
268,a,a,4520,2,2014,0,,,,-0.109451324,,,,0.059087312,0.940912688,,,2,1.881825376,0.016341172
269,a,c,60,6,2015,0,,,,-0.707097049,,,,0.000263783,0.999736217,,,1,0.999736217,0.008681391
270,a,a,1450,7,2014,0,,,,-0.520835265,,,,0.018596676,0.981403324,,,2,1.962806647,0.017044387
271,a,a,420,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.658856587,,,,0.00501187,0.99498813,,,7,6.964916908,0.060481119
272,a,a,16180,7,2003,1,14,2011,"Jan,Apr,Jul,Oct",1.453003642,,,,0.212872593,0.787127407,,,13,10.23265629,0.088857126
273,a,c,8480,,2009,0,,,,0.421193758,,,,0.111316275,0.888683725,,,7,6.220786072,0.054019324
274,b,b,3640,,2009,1,10,2013,"Jan,Apr,Jul,Oct",-0.227372454,,,,0.047480876,0.952519124,,,7,6.66763387,0.057899607
275,d,a,300,5,2014,1,40,2014,"Jan,Apr,Jul,Oct",-0.674936741,,,,0.003429174,0.996570826,,,2,1.993141651,0.017307807
276,a,a,2960,10,2014,1,36,2013,"Mar,Jun,Sept,Dec",-0.318493327,,,,0.038512266,0.961487734,,,2,1.922975468,0.016698506
277,d,c,7840,,2009,1,31,2009,"Feb,May,Aug,Nov",0.335432937,,,,0.102875231,0.897124769,,,7,6.279873384,0.054532419
278,a,c,9260,2,2010,0,,,,0.52571476,,,,0.121603798,0.878396202,,,6,5.270377209,0.045766276
279,d,c,2320,,2009,1,40,2012,"Jan,Apr,Jul,Oct",-0.404254148,,,,0.030071221,0.969928779,,,7,6.789501451,0.058957867
280,d,c,18640,9,2013,1,10,2014,"Mar,Jun,Sept,Dec",1.782646799,,,,0.245317858,0.754682142,,,3,2.264046426,0.019660258
281,d,c,6970,9,2011,0,,,,0.21885182,,,,0.091400686,0.908599314,,,5,4.542996571,0.039449934
282,a,a,1220,12,2010,0,,,,-0.55165556,,,,0.015563176,0.984436824,,,6,5.906620944,0.051291214
283,a,a,2260,,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.412294225,,,,0.029279873,0.970720127,,,7,6.795040886,0.059005969
284,d,a,1290,,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.54227547,,,,0.016486415,0.983513585,,,7,6.884595094,0.05978363
285,a,a,2410,,2009,0,,,,-0.392194032,,,,0.031258243,0.968741757,,,7,6.781192298,0.058885713
286,a,a,1460,4,2015,0,,,,-0.519495252,,,,0.018728568,0.981271432,,,1,0.981271432,0.008521048
287,c,a,2740,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.347973609,,,,0.035610657,0.964389343,,,7,6.750725402,0.058621148
288,d,a,800,,2009,1,14,2011,"Mar,Jun,Sept,Dec",-0.607936099,,,,0.01002374,0.98997626,,,7,6.929833817,0.060176468
289,d,a,6540,12,2007,0,,,,0.161231268,,,,0.085729359,0.914270641,,,9,8.228435769,0.071453114
290,a,a,4150,5,2001,0,,,,-0.159031799,,,,0.054207333,0.945792667,,,15,14.18689,0.123194431
291,d,a,0,,2009,0,,,,-0.715137126,,,,-0.000527565,1.000527565,,,7,7.003692957,0.060817837
292,a,a,1100,6,2009,0,,,,-0.567735714,,,,0.01398048,0.98601952,,,7,6.902136639,0.059935955
293,c,c,140,11,2007,0,,,,-0.696376946,,,,0.001318913,0.998681087,,,9,8.988129781,0.078050054
294,a,a,3150,5,2005,0,,,,-0.293033083,,,,0.041018201,0.958981799,,,11,10.54879979,0.091602415
295,a,a,210,11,2000,1,36,2013,"Mar,Jun,Sept,Dec",-0.686996856,,,,0.002242152,0.997757848,,,16,15.96412556,0.138627378
296,a,a,9580,5,2007,1,45,2014,"Feb,May,Aug,Nov",0.56859517,,,,0.125824321,0.874175679,,,9,7.867581113,0.068319567
297,a,a,2300,9,2010,0,,,,-0.406934174,,,,0.029807439,0.970192561,,,6,5.821155368,0.050549058
298,d,a,19840,7,2009,0,,,,1.943448339,,,,0.261144817,0.738855183,,,7,5.171986283,0.04491188
299,d,c,38630,9,2012,0,,,,4.461332456,,,,0.50896861,0.49103139,,,4,1.964125561,0.01705584
300,a,c,120,4,2009,1,1,2012,"Jan,Apr,Jul,Oct",-0.699056972,,,,0.001055131,0.998944869,,,7,6.992614086,0.060721632
301,a,c,4510,3,2015,0,,,,-0.110791337,,,,0.058955421,0.941044579,,,1,0.941044579,0.008171731
302,d,c,2190,12,2007,1,9,2011,"Mar,Jun,Sept,Dec",-0.421674315,,,,0.028356634,0.971643366,,,9,8.744790293,0.075936972
303,a,a,15430,11,2012,1,18,2011,"Feb,May,Aug,Nov",1.352502679,,,,0.202980744,0.797019256,,,4,3.188077025,0.027684245
304,a,a,1950,7,2015,0,,,,-0.453834623,,,,0.025191242,0.974808758,,,1,0.974808758,0.008464929
305,c,c,2470,2,2005,1,31,2013,"Mar,Jun,Sept,Dec",-0.384153955,,,,0.032049591,0.967950409,,,11,10.6474545,0.092459101
306,a,a,5100,4,2007,1,40,2014,"Jan,Apr,Jul,Oct",-0.03173058,,,,0.066737009,0.933262991,,,9,8.399366922,0.072937425
307,a,a,18660,9,2002,0,,,,1.785326825,,,,0.245581641,0.754418359,,,14,10.56185703,0.0917158
308,a,a,1070,12,2006,1,13,2010,"Jan,Apr,Jul,Oct",-0.571755752,,,,0.013584806,0.986415194,,,10,9.864151939,0.085657151
309,d,a,8740,,2009,1,37,2009,"Feb,May,Aug,Nov",0.456034092,,,,0.11474545,0.88525455,,,7,6.196781852,0.053810879
310,a,c,2290,,2009,1,10,2014,"Mar,Jun,Sept,Dec",-0.408274186,,,,0.029675547,0.970324453,,,7,6.792271169,0.058981918
311,a,c,680,7,2005,0,,,,-0.624016253,,,,0.008441045,0.991558955,,,11,10.90714851,0.094714201
312,d,a,11300,3,2012,0,,,,0.799077378,,,,0.148509628,0.851490372,,,4,3.405961488,0.029576284
313,d,c,14160,,2009,0,,,,1.182321049,,,,0.186230546,0.813769454,,,7,5.696386178,0.049465602
314,a,a,3560,10,2001,1,31,2013,"Feb,May,Aug,Nov",-0.238092556,,,,0.046425745,0.953574255,,,15,14.30361382,0.124208024
315,a,c,38710,4,2013,0,,,,4.472052559,,,,0.51002374,0.48997626,,,3,1.469928779,0.012764393
316,d,a,9000,8,2001,0,,,,0.490874426,,,,0.118174624,0.881825376,,,15,13.22738064,0.114862358
317,d,a,3140,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",-0.294373095,,,,0.04088631,0.95911369,,,3,2.877341071,0.024985913
318,d,c,32330,3,2014,0,,,,3.61712437,,,,0.425877077,0.574122923,,,2,1.148245845,0.009971001
319,a,c,570,9,2012,1,27,2012,"Mar,Jun,Sept,Dec",-0.638756394,,,,0.00699024,0.99300976,,,4,3.97203904,0.034491921
320,a,c,210,9,2012,0,,,,-0.686996856,,,,0.002242152,0.997757848,,,4,3.99103139,0.034656845
321,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec",0.375633322,,,,0.10683197,0.89316803,,,3,2.679504089,0.023267959
322,a,a,17500,4,2001,1,37,2009,"Jan,Apr,Jul,Oct",1.629885336,,,,0.230282247,0.769717753,,,15,11.54576629,0.100259755
323,d,c,8400,4,2012,1,5,2013,"Feb,May,Aug,Nov",0.410473656,,,,0.110261145,0.889738855,,,4,3.558955421,0.030904835
324,a,a,13140,,2009,1,14,2011,"Jan,Apr,Jul,Oct",1.04563974,,,,0.172777631,0.827222369,,,7,5.790556581,0.050283348
325,a,c,350,3,2011,1,22,2011,"Feb,May,Aug,Nov",-0.668236676,,,,0.004088631,0.995911369,,,5,4.979556845,0.043240885
326,d,a,10070,5,2015,1,31,2013,"Feb,May,Aug,Nov",0.634255799,,,,0.132286996,0.867713004,,,1,0.867713004,0.007534943
327,c,c,1390,12,2004,0,,,,-0.528875342,,,,0.017805328,0.982194672,,,12,11.78633606,0.102348786
328,a,a,3130,7,2002,0,,,,-0.295713108,,,,0.040754418,0.959245582,,,14,13.42943814,0.116616961
329,a,a,1310,6,1990,1,22,2012,"Mar,Jun,Sept,Dec",-0.539595444,,,,0.016750198,0.983249802,,,26,25.56449486,0.221993925
330,a,c,370,,2009,1,22,2012,"Mar,Jun,Sept,Dec",-0.665556651,,,,0.004352414,0.995647586,,,7,6.969533105,0.060521204
331,a,c,670,,2009,1,14,2015,"Jan,Apr,Jul,Oct",-0.625356266,,,,0.008309153,0.991690847,,,7,6.941835927,0.060280691
332,a,a,1840,3,2006,0,,,,-0.468574764,,,,0.023740438,0.976259562,,,10,9.762595621,0.084775269
333,a,c,3720,2,2010,0,,,,-0.216652351,,,,0.048536006,0.951463994,,,6,5.708783962,0.04957326
334,d,c,4040,8,2008,1,18,2013,"Mar,Jun,Sept,Dec",-0.17377194,,,,0.052756529,0.947243471,,,8,7.577947771,0.065804483
335,b,a,90,,2009,1,31,2013,"Jan,Apr,Jul,Oct",-0.70307701,,,,0.000659457,0.999340543,,,7,6.995383804,0.060745683
336,a,a,190,7,2014,0,,,,-0.689676882,,,,0.00197837,0.99802163,,,2,1.99604326,0.017333003
337,d,c,10600,7,2005,1,45,2014,"Feb,May,Aug,Nov",0.70527648,,,,0.139277236,0.860722764,,,11,9.467950409,0.082216664
338,a,c,1590,,2009,1,37,2009,"Jan,Apr,Jul,Oct",-0.502075085,,,,0.020443155,0.979556845,,,7,6.856897916,0.059543116
339,a,c,2280,,2009,1,10,2013,"Mar,Jun,Sept,Dec",-0.409614199,,,,0.029543656,0.970456344,,,7,6.793194408,0.058989935
340,a,c,8080,,2009,0,,,,0.367593245,,,,0.106040623,0.893959377,,,7,6.257715642,0.054340008
341,a,a,190,9,2011,0,,,,-0.689676882,,,,0.00197837,0.99802163,,,5,4.990108151,0.043332509
342,d,c,15770,,2009,1,40,2014,"Jan,Apr,Jul,Oct",1.398063115,,,,0.207465049,0.792534951,,,7,5.547744658,0.048174846
343,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",1.783986812,,,,0.245449749,0.754550251,,,12,9.054603007,0.078627287
344,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",-0.674936741,,,,0.003429174,0.996570826,,,5,4.982854128,0.043269517
345,a,a,120,,2009,1,22,2012,"Jan,Apr,Jul,Oct",-0.699056972,,,,0.001055131,0.998944869,,,7,6.992614086,0.060721632
346,a,c,8090,,2009,0,,,,0.368933258,,,,0.106172514,0.893827486,,,7,6.256792403,0.054331991
347,d,c,9360,7,2013,1,22,2012,"Mar,Jun,Sept,Dec",0.539114888,,,,0.122922712,0.877077288,,,3,2.631231865,0.022848779
348,a,a,16490,,2009,1,22,2012,"Jan,Apr,Jul,Oct",1.494544039,,,,0.216961224,0.783038776,,,7,5.481271432,0.047597614
349,c,c,1490,4,2009,0,,,,-0.515475213,,,,0.019124242,0.980875758,,,7,6.866130309,0.059623287
350,d,a,8880,,2009,1,14,2011,"Jan,Apr,Jul,Oct",0.474794272,,,,0.116591928,0.883408072,,,7,6.183856502,0.053698639
351,a,a,5290,11,2012,1,5,2013,"Feb,May,Aug,Nov",-0.006270336,,,,0.069242944,0.930757056,,,4,3.723028225,0.03232959
352,d,c,6360,,2009,1,40,2012,"Mar,Jun,Sept,Dec",0.137111037,,,,0.083355315,0.916644685,,,7,6.416512793,0.055718952
353,b,b,900,,2009,1,14,2013,"Feb,May,Aug,Nov",-0.594535971,,,,0.011342654,0.988657346,,,7,6.920601424,0.060096297
354,d,c,1500,10,2005,0,,,,-0.5141352,,,,0.019256133,0.980743867,,,11,10.78818254,0.093681139
355,a,c,9720,8,2013,0,,,,0.58735535,,,,0.127670799,0.872329201,,,3,2.616987602,0.022725086
356,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov",0.486854387,,,,0.11777895,0.88222105,,,9,7.939989449,0.068948338
357,a,a,2060,10,2008,0,,,,-0.439094482,,,,0.026642047,0.973357953,,,8,7.786863624,0.067618642
358,a,a,2890,10,2003,0,,,,-0.327873416,,,,0.037589027,0.962410973,,,13,12.51134265,0.108644512
359,d,c,4370,,2009,0,,,,-0.129551517,,,,0.057108942,0.942891058,,,7,6.600237404,0.057314358
360,a,a,2040,6,2007,0,,,,-0.441774507,,,,0.026378264,0.973621736,,,9,8.762595621,0.076091588
361,c,c,4490,5,2014,1,5,2013,"Feb,May,Aug,Nov",-0.113471363,,,,0.058691638,0.941308362,,,2,1.882616724,0.016348044
362,c,c,340,,2009,0,,,,-0.669576689,,,,0.00395674,0.99604326,,,7,6.972302822,0.060545255
363,a,a,250,9,2009,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,7,6.980611976,0.06061741
364,a,c,13620,,2009,1,10,2014,"Mar,Jun,Sept,Dec",1.109960356,,,,0.179108415,0.820891585,,,7,5.746241097,0.049898526
365,c,a,2410,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.392194032,,,,0.031258243,0.968741757,,,7,6.781192298,0.058885713
366,d,c,6470,12,2004,0,,,,0.151851179,,,,0.08480612,0.91519388,,,12,10.98232656,0.095367024
367,d,c,2640,9,2012,0,,,,-0.361373737,,,,0.034291744,0.965708256,,,4,3.862833026,0.033543611
368,d,c,1450,4,2005,1,45,2009,"Feb,May,Aug,Nov",-0.520835265,,,,0.018596676,0.981403324,,,11,10.79543656,0.09374413
369,d,c,5870,4,2014,0,,,,0.071450409,,,,0.07689264,0.92310736,,,2,1.846214719,0.01603194
370,d,a,8250,10,2000,1,31,2009,"Jan,Apr,Jul,Oct",0.390373463,,,,0.108282775,0.891717225,,,16,14.2674756,0.123894211
371,d,c,1970,7,2009,1,45,2014,"Feb,May,Aug,Nov",-0.451154597,,,,0.025455025,0.974544975,,,7,6.821814825,0.059238466
372,d,c,4880,8,2010,1,18,2014,"Jan,Apr,Jul,Oct",-0.061210862,,,,0.0638354,0.9361646,,,6,5.616987602,0.04877613
373,d,c,11120,,2009,1,22,2012,"Jan,Apr,Jul,Oct",0.774957147,,,,0.146135584,0.853864416,,,7,5.97705091,0.051902805
374,a,a,1150,9,2007,0,,,,-0.56103565,,,,0.014639937,0.985360063,,,9,8.86824057,0.077008975
375,a,c,15710,2,2013,1,37,2009,"Jan,Apr,Jul,Oct",1.390023038,,,,0.206673701,0.793326299,,,3,2.379978897,0.020666978
376,a,a,160,8,2012,0,,,,-0.69369692,,,,0.001582696,0.998417304,,,4,3.993669217,0.034679751
377,a,c,100,6,2010,1,18,2010,"Feb,May,Aug,Nov",-0.701736997,,,,0.000791348,0.999208652,,,6,5.995251912,0.052060857
378,a,c,2140,8,2012,0,,,,-0.428374379,,,,0.027697178,0.972302822,,,4,3.88921129,0.033772671
379,d,a,6630,,2009,0,,,,0.173291384,,,,0.086916381,0.913083619,,,7,6.391585334,0.05550249
380,a,a,2240,5,2013,1,10,2014,"Mar,Jun,Sept,Dec",-0.414974251,,,,0.029016091,0.970983909,,,3,2.912951728,0.025295144
381,a,a,1800,11,2006,1,5,2013,"Feb,May,Aug,Nov",-0.473934815,,,,0.023212873,0.976787127,,,10,9.767871274,0.084821081
382,c,c,26130,11,2002,0,,,,2.786316412,,,,0.344104458,0.655895542,,,14,9.182537589,0.07973823
383,a,c,350,,2009,0,,,,-0.668236676,,,,0.004088631,0.995911369,,,7,6.971379583,0.060537238
384,a,c,130,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.697716959,,,,0.001187022,0.998812978,,,7,6.991690847,0.060713615
385,d,a,4580,9,2007,0,,,,-0.101411247,,,,0.05987866,0.94012134,,,9,8.46109206,0.073473427
386,d,c,1460,4,2014,1,31,2013,"Jan,Apr,Jul,Oct",-0.519495252,,,,0.018728568,0.981271432,,,2,1.962542865,0.017042097
387,c,a,210,,2009,1,36,2013,"Mar,Jun,Sept,Dec",-0.686996856,,,,0.002242152,0.997757848,,,7,6.984304933,0.060649478
388,a,a,2260,,2009,0,,,,-0.412294225,,,,0.029279873,0.970720127,,,7,6.795040886,0.059005969
389,a,c,6690,8,2011,0,,,,0.181331461,,,,0.087707729,0.912292271,,,5,4.561461356,0.039610277
390,a,c,1600,4,2009,0,,,,-0.500735072,,,,0.020575046,0.979424954,,,7,6.855974677,0.059535099
391,a,a,460,11,2014,1,31,2013,"Feb,May,Aug,Nov",-0.653496535,,,,0.005539436,0.994460564,,,2,1.988921129,0.017271157
392,a,a,2120,,2009,0,,,,-0.431054405,,,,0.027433395,0.972566605,,,7,6.807966236,0.059118209
393,d,c,4820,3,2008,0,,,,-0.069250939,,,,0.063044052,0.936955948,,,8,7.495647586,0.065089815
394,d,a,10850,,2009,0,,,,0.7387768,,,,0.142574519,0.857425481,,,7,6.00197837,0.052119267
395,a,a,3620,2,2013,0,,,,-0.230052479,,,,0.047217093,0.952782907,,,3,2.858348721,0.024820989
396,a,c,23130,,2009,0,,,,2.384312562,,,,0.304537061,0.695462939,,,7,4.86824057,0.042274249
397,a,c,130,,2009,1,27,2013,"Feb,May,Aug,Nov",-0.697716959,,,,0.001187022,0.998812978,,,7,6.991690847,0.060713615
398,c,c,1540,,2009,1,1,2012,"Jan,Apr,Jul,Oct",-0.508775149,,,,0.019783698,0.980216302,,,7,6.861514112,0.059583202
399,a,a,5360,9,2012,1,40,2011,"Jan,Apr,Jul,Oct",0.003109754,,,,0.070166183,0.929833817,,,4,3.719335268,0.032297522
400,a,a,70,11,2004,1,14,2011,"Jan,Apr,Jul,Oct",-0.705757036,,,,0.000395674,0.999604326,,,12,11.99525191,0.104162944
401,a,c,9200,10,2009,1,14,2012,"Jan,Apr,Jul,Oct",0.517674683,,,,0.120812451,0.879187549,,,7,6.154312846,0.053442091
402,c,c,5830,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",0.066090357,,,,0.076365075,0.923634925,,,5,4.618174624,0.040102757
403,a,a,4970,7,2015,0,,,,-0.049150747,,,,0.065022422,0.934977578,,,1,0.934977578,0.008119047
404,a,c,1420,,2009,1,10,2013,"Mar,Jun,Sept,Dec",-0.524855303,,,,0.018201002,0.981798998,,,7,6.872592983,0.059679407
405,a,a,1080,4,2008,1,14,2011,"Jan,Apr,Jul,Oct",-0.57041574,,,,0.013716697,0.986283303,,,8,7.89026642,0.068516559
406,d,c,8240,3,2001,1,10,2013,"Feb,May,Aug,Nov",0.38903345,,,,0.108150884,0.891849116,,,15,13.37773674,0.116168002
407,a,a,5890,10,2003,1,14,2011,"Feb,May,Aug,Nov",0.074130434,,,,0.077156423,0.922843577,,,13,11.9969665,0.104177833
408,c,a,1560,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.506095123,,,,0.020047481,0.979952519,,,7,6.859667634,0.059567167
409,d,c,840,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.602576048,,,,0.010551306,0.989448694,,,7,6.92614086,0.0601444
410,c,a,40,11,2011,1,22,2012,"Mar,Jun,Sept,Dec",-0.709777074,,,,0,1,,,5,5,0.043418406
411,d,c,8460,,2009,0,,,,0.418513733,,,,0.111052493,0.888947507,,,7,6.222632551,0.054035358
412,d,c,4460,,2009,1,39,2010,"Jan,Apr,Jul,Oct",-0.117491401,,,,0.058295964,0.941704036,,,7,6.591928251,0.057242204
413,a,c,760,9,2014,0,,,,-0.61329615,,,,0.009496175,0.990503825,,,2,1.98100765,0.017202439
414,d,c,6210,,2009,1,1,2013,"Jan,Apr,Jul,Oct",0.117010845,,,,0.081376945,0.918623055,,,7,6.430361382,0.055839209
415,d,c,6910,4,2005,0,,,,0.210811743,,,,0.090609338,0.909390662,,,11,10.00329728,0.086865445
416,a,c,4650,6,2014,0,,,,-0.092031157,,,,0.060801899,0.939198101,,,2,1.878396202,0.016311394
417,a,c,840,,2009,1,10,2014,"Jan,Apr,Jul,Oct",-0.602576048,,,,0.010551306,0.989448694,,,7,6.92614086,0.0601444
418,a,a,1060,5,2009,1,27,2011,"Feb,May,Aug,Nov",-0.573095765,,,,0.013452915,0.986547085,,,7,6.905829596,0.059968023
419,c,a,1620,9,2009,0,,,,-0.498055046,,,,0.020838829,0.979161171,,,7,6.854128198,0.059519065
